32,11,37
59,61,43
10,48,75
49,54,33
69,70,88
99,21,19
84,98,47
18,51,44
45,49,57
15,94,46
17,35,37
31,36,26
87,67,50
64,75,49
10,33,22
69,42,58
56,33,13
97,33,28
19,46,26
17,35,37
40,68,34
16,67,16
94,55,85
57,10,17
18,75,58
55,90,19
42,23,50
98,15,97
93,71,15
25,85,96
32,89,21
91,28,61
66,62,98
57,82,95
25,87,22
50,20,86
90,70,74
83,74,48
36,44,18
78,72,55
61,31,48
19,22,47
25,87,22
58,99,57
74,98,30
56,30,95
25,87,22
11,88,48
30,27,24
66,62,98
56,33,13
48,53,44
84,13,63
44,48,71
51,42,35
57,97,53
93,36,92
52,26,77
20,44,22
53,43,24
57,10,17
31,31,67
68,48,27
86,32,83
90,70,74
69,83,94
49,54,33
81,92,28
44,66,97
45,89,23
72,68,12
59,61,43
38,84,21
44,34,78
72,68,12
58,99,57
74,58,64
19,46,26
48,53,44
89,58,37
59,60,93
43,58,70
33,28,10
42,23,50
85,64,97
90,43,18
44,90,26
37,41,61
38,84,21
34,80,48
69,50,81
95,97,32
36,44,18
72,81,86
80,69,80
48,41,75
36,15,74
94,55,85
79,86,78
19,46,26
60,32,44
92,79,95
46,90,79
23,27,69
96,14,31
48,41,75
86,12,73
49,25,72
95,59,49
97,52,33
83,74,48
73,11,44
70,77,23
93,71,15
10,48,75
78,72,55
40,68,34
42,23,50
38,84,21
10,48,75
15,94,46
19,46,26
97,52,33
84,63,21
49,25,72
32,11,37
36,15,74
42,23,50
93,36,92
84,13,63
15,67,40
41,72,58
58,78,38
96,70,61
74,98,30
37,56,81
26,13,87
25,87,22
95,59,49
94,55,85
51,49,21
43,58,70
62,23,87
55,90,19
44,29,38
42,16,79
78,72,55
16,55,16
38,70,48
62,73,38
25,85,96
79,86,78
36,41,48
16,67,16
48,53,44
25,87,22
46,93,30
59,61,43
79,82,62
51,49,21
16,67,16
60,95,52
25,85,96
33,69,89
33,69,89
44,29,38
61,87,80
42,55,79
44,48,71
15,80,94
36,44,18
50,20,86
86,32,83
93,36,92
11,68,99
61,31,48
90,80,90
84,88,92
96,37,14
58,99,57
66,21,93
57,10,17
97,33,28
45,93,71
74,23,56
50,20,86
93,71,15
49,25,72
38,84,21
90,57,27
46,90,79
44,34,78
68,10,58
53,43,24
44,48,71
44,34,78
48,53,44
17,35,37
93,25,78
84,98,47
54,56,87
89,58,37
26,64,19
57,85,56
45,89,23
89,75,57
79,86,78
94,63,65
57,85,56
60,95,52
99,64,28
92,79,95
57,10,17
38,84,21
84,98,47
23,56,31
51,42,35
99,50,26
39,32,37
66,43,20
12,76,27
72,81,41
85,64,97
19,24,45
22,45,15
49,25,72
42,55,79
89,47,37
40,97,58
99,98,85
56,74,42
80,69,80
43,58,70
79,86,78
25,87,22
31,31,67
61,31,48
56,33,13
72,68,12
62,23,87
19,22,47
93,94,35
61,31,48
20,26,86
41,11,10
23,56,31
86,32,83
33,28,10
25,85,96
10,33,22
42,23,50
16,67,16
50,20,86
75,21,55
76,21,18
31,36,26
10,48,75
62,73,38
99,64,28
31,69,90
44,90,26
97,64,20
20,26,86
57,10,17
57,10,17
85,64,97
58,99,57
76,21,18
58,99,57
91,28,61
57,10,17
19,22,47
17,73,38
50,20,86
32,50,18
95,54,18
38,70,48
17,71,56
99,50,26
45,89,23
70,77,23
37,44,84
94,55,85
80,69,80
53,71,69
90,70,74
81,92,28
42,34,34
40,97,58
68,48,27
45,49,57
50,96,33
49,25,72
39,41,20
10,48,75
91,23,84
32,11,37
56,33,13
38,84,21
41,35,92
59,14,96
99,64,28
10,90,53
13,99,61
11,88,48
69,83,94
42,23,50
20,26,86
56,33,13
94,63,65
33,28,10
69,42,58
45,89,23
20,44,22
23,27,69
44,90,26
56,33,13
33,28,10
44,90,26
66,62,98
45,13,43
26,13,87
37,41,61
50,20,86
64,75,49
66,10,82
48,53,44
16,55,16
72,30,75
49,23,37
19,24,45
92,79,95
68,10,58
66,78,15
44,48,71
78,58,20
98,32,76
87,67,50
45,89,23
33,28,10
70,28,85
22,55,35
40,68,34
11,68,99
87,61,80
62,73,38
79,82,62
42,23,50
45,63,77
68,49,62
72,30,75
50,20,86
59,60,93
25,87,22
61,31,48
41,11,10
45,93,71
38,84,21
33,28,10
61,65,55
38,84,21
32,11,37
91,23,84
94,55,85
38,84,21
80,69,80
94,55,85
33,28,10
56,74,42
10,33,22
25,85,96
48,41,75
41,11,10
69,42,58
51,49,21
96,70,61
57,10,17
57,82,95
48,53,44
90,43,18
45,93,71
19,46,26
56,28,21
40,97,58
48,80,35
56,28,21
87,67,45
68,48,27
39,41,20
61,87,80
84,26,41
90,57,33
99,64,28
18,75,58
69,83,94
45,13,43
53,71,69
20,44,22
91,23,84
57,10,17
84,13,63
33,28,10
62,73,38
16,67,16
38,70,48
43,58,70
87,68,30
21,68,58
20,33,45
93,25,78
33,28,10
90,43,18
42,10,35
62,73,38
17,73,38
44,29,38
32,50,18
58,99,57
13,99,61
61,31,48
32,11,37
96,14,84
50,20,86
78,58,20
49,25,72
80,48,98
42,23,50
44,90,26
44,34,78
48,53,44
86,32,83
44,90,26
39,32,37
45,89,23
99,51,97
25,87,22
42,23,50
25,87,22
59,60,93
23,56,31
33,28,10
32,17,37
57,97,53
32,11,37
40,97,58
10,74,22
28,16,55
90,57,33
99,64,28
48,73,85
45,63,77
87,67,45
38,84,21
42,23,50
17,73,38
99,51,97
17,35,37
59,14,96
96,14,84
80,48,98
69,83,94
51,42,35
97,64,20
25,48,59
69,83,94
91,23,84
69,70,88
42,23,50
18,75,58
13,38,40
42,23,50
21,72,56
17,73,38
24,69,82
23,56,31
18,75,58
74,98,30
94,94,79
44,90,26
19,22,47
49,23,37
46,93,30
45,13,43
56,33,13
87,67,50
90,43,18
68,49,62
66,43,20
20,26,86
99,51,97
18,51,44
33,28,10
44,66,97
32,89,21
90,43,18
18,75,58
84,63,21
50,20,86
10,90,53
84,98,47
53,43,24
62,23,87
46,93,30
44,90,26
86,32,83
92,79,95
50,20,86
29,99,49
57,97,53
42,23,50
41,11,10
10,33,22
57,12,61
32,11,37
19,22,47
50,20,86
43,58,70
31,31,67
46,93,30
93,25,78
38,84,21
69,83,94
45,13,43
45,13,43
89,33,24
94,21,60
18,51,44
61,87,80
47,66,24
17,71,56
43,58,70
72,68,12
17,73,38
22,32,98
50,20,86
18,75,58
54,25,85
64,75,49
24,69,82
70,28,85
36,41,48
41,35,92
32,89,21
42,55,79
80,50,44
14,23,82
38,84,21
90,43,18
69,50,81
84,98,47
14,23,82
68,48,27
95,54,18
54,25,85
87,61,80
85,64,97
90,57,33
48,53,44
93,25,78
94,55,85
69,83,94
90,80,90
98,15,97
20,26,86
73,11,44
57,97,53
84,63,21
19,22,47
86,63,16
31,69,90
58,78,38
43,54,81
46,93,30
69,70,88
28,16,55
86,32,83
99,50,26
21,97,69
50,20,86
50,20,86
45,13,43
91,23,84
87,61,80
45,49,57
19,46,26
56,33,13
92,79,95
62,73,38
92,12,82
91,23,84
87,67,45
48,53,44
58,99,57
84,13,63
44,90,26
90,57,27
84,98,47
79,82,62
70,28,85
43,15,48
54,25,85
70,77,23
21,72,56
50,20,86
10,48,75
17,73,38
48,53,44
19,46,26
33,28,10
23,56,31
11,68,99
74,58,64
69,42,58
33,28,10
72,68,12
49,23,37
44,66,97
69,70,88
15,94,46
50,20,86
68,49,62
79,86,78
90,80,90
37,41,99
45,89,23
55,69,28
48,41,75
68,10,58
70,43,28
60,32,44
33,69,89
76,21,18
43,15,48
80,50,44
35,42,85
44,29,38
24,69,82
53,43,24
86,32,83
42,34,34
83,74,48
16,55,16
58,78,38
86,32,83
74,23,56
89,47,37
59,60,93
31,69,90
42,10,35
96,14,31
67,78,79
72,30,75
84,98,47
10,48,75
46,96,43
92,79,95
45,92,32
38,84,21
99,51,97
57,10,17
79,86,78
40,97,58
94,55,85
50,20,86
17,73,38
84,13,63
42,34,34
22,45,15
40,62,31
44,66,97
33,28,10
50,20,86
80,48,98
58,83,64
72,81,41
40,68,34
74,98,30
18,16,21
49,25,72
15,94,46
69,70,88
42,34,34
90,57,33
69,83,94
62,73,38
44,66,97
96,70,61
26,13,87
91,28,61
99,98,85
42,55,79
10,48,75
25,85,96
32,50,18
94,55,85
58,83,64
54,25,85
22,45,15
19,46,26
35,42,85
24,69,82
48,53,44
48,41,75
69,83,94
16,67,16
19,46,26
87,67,50
38,70,48
61,31,48
21,68,58
48,53,44
10,90,53
50,20,86
40,68,34
20,52,29
87,67,50
40,97,58
56,33,13
10,48,75
17,81,79
89,47,37
50,20,86
19,22,47
62,73,38
46,90,79
86,32,83
90,43,18
57,85,56
80,50,44
42,23,50
46,93,30
62,73,38
38,70,48
85,49,89
44,66,97
42,34,34
17,35,37
18,75,58
47,86,19
87,67,50
17,73,38
60,27,58
18,51,44
18,75,58
15,94,46
31,36,26
92,79,95
31,31,67
70,43,28
70,77,23
38,84,21
97,64,20
58,49,36
95,59,49
40,68,34
45,92,32
49,25,72
81,92,28
99,51,97
64,75,49
85,39,61
39,32,37
79,86,78
18,51,44
55,26,64
84,63,21
81,92,28
74,98,30
48,15,27
44,66,97
74,23,56
47,66,24
16,67,16
91,28,61
69,83,94
70,14,21
95,59,49
45,89,23
62,23,87
85,39,61
35,42,85
90,42,88
31,66,79
46,11,32
33,28,10
50,96,33
15,98,69
44,48,71
46,96,43
18,51,44
61,33,24
18,75,58
41,35,92
90,43,18
10,48,75
49,25,72
86,63,16
33,69,89
50,20,86
91,23,84
97,42,74
71,85,33
19,46,26
10,33,22
91,28,61
31,15,86
66,43,20
20,26,86
72,81,41
18,75,58
56,33,13
86,63,16
48,53,44
85,39,61
66,43,20
39,41,20
32,11,37
43,54,81
48,73,85
38,84,21
69,83,94
96,10,14
28,16,55
36,44,18
50,20,86
57,97,53
79,82,62
57,10,17
95,97,32
40,97,58
41,11,10
17,37,47
24,69,82
18,51,44
99,64,28
70,14,21
33,28,10
62,73,38
51,49,21
42,23,50
58,78,38
89,58,37
19,46,26
59,60,93
44,90,26
67,78,79
91,23,84
87,67,50
80,69,80
53,71,69
31,69,90
13,99,61
49,23,37
27,85,21
90,70,74
38,84,21
50,20,86
37,41,61
75,21,55
49,25,72
35,42,85
89,58,37
48,73,85
86,32,83
65,37,83
51,49,21
27,85,21
95,59,43
26,13,87
86,32,83
49,25,72
20,26,86
44,66,97
44,66,97
32,17,37
23,56,31
50,20,86
69,83,94
50,20,86
56,33,13
19,24,95
57,97,53
59,60,93
23,56,31
50,20,86
66,78,15
48,53,44
62,73,38
72,81,41
33,28,10
25,48,59
35,50,73
13,38,40
99,50,26
22,32,98
35,42,85
72,30,75
35,33,21
76,21,18
72,30,75
93,82,58
57,10,17
98,15,97
37,56,81
16,67,16
89,30,51
33,28,10
45,13,43
64,75,49
38,70,48
78,58,20
50,20,86
72,81,86
90,70,74
45,63,77
19,22,47
87,67,50
58,78,38
84,13,63
38,84,21
72,81,41
66,10,82
48,53,44
13,99,61
46,93,30
25,87,22
91,23,84
19,46,26
31,69,90
50,20,86
48,53,44
20,44,22
35,50,73
90,57,33
51,49,21
90,57,27
48,80,35
49,23,37
87,61,80
21,72,56
57,10,17
44,34,78
48,53,44
49,25,72
31,21,41
56,33,13
43,41,32
46,93,30
23,56,31
91,23,84
19,22,47
69,42,58
46,93,30
47,86,19
70,28,85
55,90,19
71,85,33
43,41,32
48,53,44
38,84,21
61,31,48
31,21,41
10,74,22
42,16,79
72,81,86
38,84,21
38,84,21
23,27,69
31,36,26
50,20,86
13,38,40
10,90,53
20,44,22
91,23,84
48,80,35
57,20,89
11,88,48
70,28,85
51,49,21
71,85,33
81,92,28
16,55,16
10,74,22
18,75,58
38,84,21
18,51,44
13,99,61
70,77,23
39,32,37
66,62,98
90,57,27
84,13,63
60,32,44
31,69,90
38,84,21
49,23,37
17,35,37
69,83,94
42,34,34
20,26,86
25,87,22
33,69,89
43,58,70
93,94,35
84,63,21
48,41,75
96,70,61
54,25,85
87,67,50
43,58,70
78,58,20
48,53,44
69,83,94
92,79,95
15,98,69
87,67,50
57,10,17
87,67,50
93,36,92
45,89,23
20,16,84
21,72,56
70,14,21
53,43,24
65,37,83
69,42,58
18,51,44
63,79,12
31,21,41
49,23,37
62,73,38
19,46,26
15,80,94
99,51,97
34,80,48
62,79,31
62,73,38
97,64,20
69,50,81
90,70,74
44,90,26
16,67,16
93,71,15
68,48,27
35,33,21
90,43,18
85,39,61
49,25,72
98,15,97
97,64,20
56,33,13
15,98,69
42,55,79
18,75,58
72,81,86
46,93,30
30,27,24
18,11,23
20,26,86
50,20,86
44,66,97
18,75,58
86,32,83
96,10,14
28,16,55
10,33,22
86,63,16
17,35,37
91,23,84
68,49,62
71,32,44
56,33,13
58,99,57
33,28,10
32,11,37
69,83,94
63,13,13
56,33,13
50,20,86
90,50,29
56,30,95
78,26,83
86,32,83
31,36,26
78,72,55
18,51,44
98,15,97
48,53,44
10,33,22
95,97,32
94,55,85
86,63,16
10,90,53
74,98,30
53,71,69
15,98,69
50,20,86
33,28,10
17,73,38
70,14,21
48,41,75
44,48,71
93,71,15
33,28,10
97,64,20
99,64,28
61,31,48
71,32,44
15,80,94
51,42,35
44,90,26
70,77,23
44,34,78
32,11,37
57,10,17
27,85,21
65,37,83
36,15,74
86,63,16
69,83,94
41,87,81
32,50,18
37,56,81
45,89,23
33,28,10
86,32,83
65,37,83
26,64,19
95,54,18
48,53,44
56,28,21
44,34,78
30,27,24
25,87,22
38,84,21
70,14,21
80,69,80
99,98,85
49,25,72
97,52,33
68,48,27
72,81,86
26,86,49
41,11,10
47,66,46
48,53,44
68,48,27
33,28,10
97,42,74
70,28,85
91,23,84
89,47,37
19,46,26
39,32,37
80,69,80
56,30,95
38,84,21
94,74,36
19,46,26
44,34,78
93,71,15
80,69,80
36,41,48
90,70,74
86,63,16
41,42,28
51,42,35
86,32,83
17,73,38
38,84,21
42,55,79
23,27,69
69,42,58
92,79,95
14,23,82
86,12,73
13,99,61
32,11,37
90,43,18
44,66,97
79,82,62
86,32,83
25,85,96
50,20,86
38,84,21
46,93,30
27,85,21
40,97,58
96,37,14
10,33,22
94,55,85
59,61,43
75,21,55
63,79,12
63,79,12
31,66,79
69,83,94
86,12,73
15,94,46
40,68,34
49,25,72
38,84,21
51,49,21
94,55,85
19,46,26
78,72,55
74,23,56
99,50,26
47,66,24
68,49,62
80,50,44
78,72,55
94,55,85
86,32,83
13,99,61
86,63,16
14,23,82
72,81,41
36,41,48
18,75,58
48,41,75
74,98,30
18,75,58
42,23,50
81,25,91
28,16,55
90,43,18
49,25,72
18,16,21
70,77,23
99,50,26
18,11,23
38,17,33
94,55,85
80,69,80
31,36,26
83,74,48
66,43,20
87,67,50
96,37,14
74,23,56
53,43,24
87,67,50
94,55,85
45,13,43
18,75,58
25,85,96
46,93,30
49,23,37
84,98,47
42,55,79
85,39,61
20,26,86
95,97,32
39,77,45
50,20,86
66,62,98
25,85,96
19,22,47
50,20,86
10,74,22
36,41,48
48,53,44
13,38,40
40,97,58
39,77,45
18,75,58
33,28,10
85,39,61
15,80,94
96,14,84
50,20,86
37,41,61
35,33,21
61,87,80
56,28,21
43,35,60
49,25,72
69,42,58
84,63,21
68,10,58
24,69,82
78,58,20
31,69,90
78,58,20
25,85,96
98,15,97
73,11,44
32,17,37
97,64,20
27,85,21
74,23,56
44,90,26
29,98,73
18,51,44
86,32,83
53,43,24
45,89,23
87,67,50
36,15,74
90,43,18
80,69,80
59,61,43
59,60,93
31,66,79
16,67,16
32,50,18
75,21,55
84,13,63
42,23,50
15,94,46
25,87,22
32,50,18
97,33,28
45,13,43
62,73,38
40,97,58
32,11,37
33,28,10
40,97,58
10,33,22
99,64,28
91,23,84
48,53,44
45,13,43
33,28,10
16,67,16
48,53,44
19,46,26
32,89,21
17,73,38
44,66,97
49,25,72
87,67,50
41,11,10
18,16,21
90,98,90
64,75,49
70,28,85
11,68,99
48,53,44
91,28,61
39,32,37
70,28,85
56,74,42
48,53,44
94,21,60
36,41,48
46,90,79
44,90,26
43,54,81
46,93,30
84,98,47
53,71,69
20,16,84
68,49,62
32,89,21
40,68,34
48,53,44
38,84,21
50,20,86
42,23,50
46,11,32
47,66,24
55,90,19
14,23,82
31,15,86
65,37,83
19,22,47
16,67,16
59,14,96
63,79,12
50,20,86
97,64,20
33,28,10
38,84,21
62,73,38
91,28,61
61,33,24
80,69,80
94,94,79
48,41,75
18,75,58
80,48,98
10,33,22
45,93,71
42,55,79
40,97,58
69,70,88
38,84,21
26,13,87
53,49,24
87,67,50
27,85,21
50,20,86
50,20,86
79,86,78
33,28,10
45,63,77
31,36,26
51,49,21
62,23,87
18,75,58
91,23,84
52,26,77
59,61,43
18,51,44
62,23,87
61,56,63
56,33,13
