54,-38
91,97
-78,-24
24,-21
48,-23
78,-37
70,8
41,99
24,84
-45,52
-90,-98
-55,-78
-81,-70
-14,-96
-93,-42
-39,-17
15,-3
-33,89
35,-1
-89,-60
-3,45
-16,-8
-26,64
-42,83
45,4
7,31
-79,44
70,-8
34,1
-24,-19
-42,-75
-85,-13
-10,-6
-35,-83
4,-25
65,-52
37,-77
-20,-63
-68,-59
74,-86
-16,-68
-93,38
97,-19
7,68
42,50
56,-36
-45,3
55,40
-33,-62
47,48
-22,-39
49,75
98,-10
-84,23
24,-52
-3,-88
73,-40
-69,9
-30,21
-36,42
14,33
76,54
67,54
-44,-25
-6,31
1,88
96,-77
-68,48
-31,-5
48,19
97,92
67,22
-16,-31
-31,22
66,-27
89,61
71,-85
-96,-8
20,31
-87,69
-1,47
18,-10
56,-99
-82,18
-80,-94
55,35
-29,75
-75,42
90,46
-66,96
68,-71
30,-100
14,54
29,60
-84,-25
-67,40
-32,-33
-81,43
-75,47
-77,-2
88,71
38,-82
27,85
-51,18
3,67
-52,-4
28,85
-35,-1
-91,-9
-39,78
32,36
-60,55
-37,-40
-52,88
-60,-1
-27,42
65,36
-90,82
22,13
19,32
21,92
-37,41
-38,-72
-18,15
100,73
21,26
2,41
-6,-84
-92,-4
-46,-98
-93,88
22,28
-72,-71
14,53
75,40
-47,17
-93,-15
-57,74
68,35
99,73
-15,31
-37,14
29,-80
50,77
9,26
13,15
3,-59
-51,-90
13,95
-100,-71
85,38
66,-60
100,3
74,96
-100,78
41,-72
39,-6
-54,98
97,96
-4,34
-71,6
23,92
-35,83
-65,57
-69,52
-61,-67
-92,-20
8,26
92,-2
-48,49
-11,29
61,-12
3,90
-44,82
-52,80
36,-77
-3,81
96,-50
-88,-85
94,96
-39,-78
-75,48
-23,-73
-58,-71
52,4
9,12
28,-58
-75,87
94,26
-11,-90
89,85
96,-77
20,-6
-42,-57
-79,-38
47,93
41,13
71,-25
83,33
-49,-50
18,64
78,21
81,-25
-81,-72
-16,-87
72,70
16,17
12,68
76,71
-40,-29
46,10
-54,-33
-9,43
8,-8
-4,-53
31,46
-97,6
21,42
-11,-21
50,36
26,64
35,4
-35,62
-48,20
96,45
77,79
-100,-40
53,66
93,97
-17,97
56,12
-94,1
75,52
-87,-9
-53,91
39,-11
38,-32
-56,78
-35,-79
-14,100
94,34
86,52
71,4
-50,-4
-98,85
55,36
-40,72
12,51
-17,29
57,-64
-70,-56
-66,16
-94,-84
70,16
7,-26
-85,59
-49,-45
3,22
-84,21
-57,-5
33,84
-79,-99
-19,52
-95,78
-62,-63
-32,70
79,77
98,-25
-14,-2
-89,84
38,-100
53,97
8,-83
50,67
-42,-13
52,-49
-22,-20
82,-69
-28,-25
64,7
-80,-17
-28,-59
-98,-93
-1,-25
99,94
-15,85
-5,69
41,64
92,21
67,8
92,-28
18,0
99,49
62,-93
-72,-33
84,-2
-16,-24
29,46
79,-44
53,-30
-57,66
18,-22
-34,-56
31,50
75,-42
-83,-4
-17,-55
98,-95
14,-46
2,-45
40,36
73,67
43,98
-89,14
51,27
-37,-43
69,-12
-36,52
19,89
94,-23
-85,23
89,-50
57,-46
68,94
28,-28
60,-66
52,85
67,61
87,-60
6,31
36,27
-25,-25
-83,-82
-8,-50
-19,-45
18,31
40,98
73,-84
-91,-41
23,26
97,-56
21,61
80,-86
16,87
-29,80
-77,6
21,-44
46,-91
-16,-85
95,57
61,92
-82,26
-67,61
-5,90
-77,1
-16,6
59,-68
76,86
15,25
-16,83
27,97
95,15
-45,-90
41,85
32,15
78,95
16,-66
25,26
-42,-17
-11,4
18,18
76,-14
16,-24
51,-90
97,-5
-31,28
43,-49
-37,68
-43,68
-43,77
-95,70
-33,-69
0,20
80,-62
-55,-73
13,-60
-84,47
-41,-49
-63,-90
-20,-21
-34,-88
78,-42
82,6
-4,-87
-79,-92
-91,94
100,-91
8,-11
-88,-27
-47,-80
-13,-53
35,-72
79,8
-3,-50
65,-29
-88,82
1,-53
-75,-52
81,21
76,48
-89,11
-73,2
-4,-35
66,26
25,-79
28,-42
51,-94
61,-68
-42,-71
92,54
-98,-14
-73,-65
-30,-25
67,-90
33,-56
-93,-85
-57,34
-47,96
33,57
21,-66
-7,73
8,92
-28,42
95,68
-39,-86
39,-12
34,-30
-86,22
1,-56
-44,0
13,-83
15,96
23,-52
66,-72
-73,0
-23,-34
19,-58
-81,5
59,-5
-34,-6
70,-21
-31,-74
97,-61
-21,-44
-14,-75
-16,32
-46,74
-69,-77
-91,4
42,87
51,8
51,-91
99,-67
-99,26
74,3
-68,-96
30,23
-69,76
9,99
62,-94
1,62
49,45
70,-50
25,69
-56,-55
-8,6
62,80
-11,97
-30,-64
16,-76
65,88
56,-54
-29,40
89,95
-48,49
-96,-35
77,-8
-32,-64
24,66
67,-55
20,21
-62,-39
67,14
-59,4
-38,-53
35,-97
-62,74
31,14
-30,-83
-78,79
-18,-17
76,-8
17,64
79,39
-30,-65
56,-88
19,-42
29,77
65,8
88,55
-44,50
66,37
75,-29
-47,-77
85,41
39,-23
21,92
-44,-27
-7,-96
41,-67
-77,76
12,77
-31,-4
-84,-91
98,39
25,11
16,16
-82,13
-82,-4
-39,63
-57,86
-37,-29
51,-45
-40,42
-48,35
29,45
-47,-7
-38,86
94,53
-10,84
100,90
-39,-17
-34,-73
-74,-19
-10,-59
-14,-55
-68,20
-78,94
-68,-51
-93,87
2,73
-63,33
22,-18
-36,-76
-44,-53
-57,35
59,-71
-63,21
-3,-61
-51,-72
72,7
-5,39
21,-91
85,16
-7,40
35,-74
20,-62
-19,10
-58,-63
89,-73
-87,-16
-4,73
33,-68
-3,-85
74,-81
-41,89
14,-11
-28,-60
-63,-88
-73,62
31,-5
10,-69
59,33
89,-69
7,-51
29,-18
75,-22
90,-72
-40,46
20,13
-64,16
40,-63
-53,58
-88,8
-19,78
39,-10
-97,-25
-92,6
-69,55
-88,-4
-33,90
89,-100
-71,19
70,-10
32,32
83,-4
76,75
13,-11
54,0
38,-66
19,-48
-55,7
-43,-79
34,13
21,-4
24,45
47,35
1,56
-76,98
-84,85
-82,39
-93,87
-33,35
-2,15
-1,-14
-14,-44
92,-21
69,-43
-19,-20
95,-56
86,-47
-92,-36
-53,60
-88,-50
86,-92
-82,86
-38,2
9,60
53,-61
45,23
-95,-26
8,52
-4,78
-29,-57
47,96
35,-57
50,97
-25,78
28,19
-18,46
0,26
94,99
-45,63
-68,25
-69,-97
-77,55
-21,-70
-13,-47
-82,89
-88,91
-96,-8
3,-98
0,-97
-53,-33
-79,-32
5,-70
24,-83
-27,93
-18,-58
50,43
-15,-42
-83,14
78,-2
12,-78
-4,-76
96,-5
-51,4
-23,44
2,-53
72,43
-75,-40
-26,-49
96,-38
-2,69
-17,-30
-55,-87
-44,17
25,31
-62,-66
-3,-23
-60,2
20,63
67,41
-52,-55
83,89
-90,-38
8,34
-85,-10
99,9
-63,70
-32,61
7,-14
-46,92
-23,95
-33,68
71,70
40,25
-83,-25
-1,20
-73,-76
38,76
-54,38
10,28
70,74
-91,23
